user_id,date,activity_type,duration_min,intensity
5,2026-02-27,swimming,109,medium
5,2026-03-09,running,27,high
5,2026-03-19,running,69,low
5,2026-01-22,swimming,118,low
5,2026-01-20,running,58,low
5,2026-03-09,swimming,44,high
5,2026-02-22,strength,67,high
5,2026-02-05,strength,115,medium
5,2026-03-24,strength,111,medium
5,2026-03-28,running,54,low
5,2026-02-07,running,91,medium
5,2026-01-15,strength,117,high
5,2026-01-18,cycling,119,medium
5,2026-01-30,running,42,medium
5,2026-03-30,running,33,low
5,2026-01-15,running,89,medium
5,2026-03-31,running,107,medium
6,2026-02-18,running,105,low
6,2026-01-31,strength,95,medium
6,2026-03-09,swimming,90,medium
6,2026-03-03,cycling,54,high
6,2026-02-23,running,101,medium
6,2026-03-13,swimming,72,medium
6,2026-04-01,running,117,low
6,2026-02-02,running,76,high
6,2026-03-30,strength,111,high
6,2026-01-18,running,23,low
6,2026-03-12,cycling,47,low
6,2026-03-17,running,30,medium
6,2026-01-09,strength,80,medium
6,2026-03-03,cycling,77,medium
6,2026-01-14,running,64,high
6,2026-01-18,running,38,high
6,2026-01-17,running,93,medium
6,2026-03-18,swimming,104,medium
6,2026-01-18,running,29,medium
6,2026-03-15,running,101,high
6,2026-04-04,running,25,low
6,2026-02-25,strength,113,medium
6,2026-04-04,cycling,93,medium
6,2026-02-10,strength,79,medium
6,2026-03-31,running,38,medium
6,2026-04-05,strength,52,medium
6,2026-03-05,strength,27,high
6,2026-03-28,running,54,high
6,2026-01-17,running,103,medium
6,2026-01-29,running,74,high
6,2026-02-19,running,67,medium
6,2026-03-02,strength,57,medium
6,2026-02-28,running,59,medium
6,2026-01-17,strength,36,high
6,2026-02-13,strength,112,medium
6,2026-02-05,running,96,medium
6,2026-01-11,running,25,medium
6,2026-03-24,cycling,76,medium
6,2026-03-29,running,86,medium
6,2026-03-27,running,68,high
6,2026-02-03,cycling,58,medium
6,2026-01-18,strength,20,low
6,2026-04-02,strength,31,medium
6,2026-01-19,swimming,106,medium
6,2026-01-16,strength,112,high
6,2026-02-07,strength,31,low
6,2026-02-10,strength,81,high
6,2026-01-23,cycling,96,medium
6,2026-03-01,strength,63,medium
6,2026-03-24,swimming,47,high
6,2026-03-22,running,98,low
7,2026-03-14,strength,33,medium
7,2026-01-19,strength,50,high
7,2026-02-11,swimming,47,medium
7,2026-02-18,cycling,57,medium
7,2026-02-03,strength,56,high
7,2026-01-10,running,100,high
7,2026-03-04,swimming,61,medium
7,2026-03-10,running,42,high
7,2026-02-01,strength,112,medium
7,2026-03-21,running,38,medium
7,2026-03-29,running,72,medium
7,2026-01-06,running,79,high
7,2026-03-20,running,58,medium
7,2026-03-25,strength,37,high
7,2026-03-31,strength,62,low
7,2026-02-11,running,88,high
7,2026-03-29,strength,109,low
7,2026-03-06,strength,75,medium
8,2026-03-17,cycling,28,high
8,2026-01-16,strength,41,low
8,2026-03-17,running,58,low
8,2026-03-03,strength,52,low
8,2026-02-11,swimming,90,low
8,2026-02-03,cycling,75,low
8,2026-01-07,strength,57,medium
8,2026-02-21,swimming,49,high
8,2026-03-27,cycling,37,high
8,2026-02-06,running,68,high
8,2026-01-09,running,30,medium
8,2026-02-03,swimming,119,medium
8,2026-02-11,strength,59,medium
8,2026-01-14,running,83,low
8,2026-03-31,running,37,medium
8,2026-02-22,cycling,68,medium
8,2026-03-27,strength,74,medium
8,2026-03-01,cycling,43,medium
8,2026-03-30,running,100,high
8,2026-01-25,running,43,low
8,2026-03-25,swimming,87,high
8,2026-02-08,running,102,medium
8,2026-02-26,running,116,high
8,2026-01-25,running,112,medium
8,2026-03-24,strength,34,medium
8,2026-03-03,running,94,medium
8,2026-03-21,swimming,56,high
8,2026-02-21,strength,90,medium
8,2026-01-19,strength,60,high
8,2026-01-08,running,45,low
8,2026-01-13,swimming,48,low
8,2026-01-30,swimming,77,high
8,2026-02-08,strength,111,medium
8,2026-01-23,running,84,medium
8,2026-03-19,strength,30,medium
8,2026-01-19,cycling,84,low
9,2026-03-20,running,112,medium
9,2026-03-11,running,105,medium
9,2026-04-04,cycling,24,low
9,2026-03-31,swimming,96,medium
9,2026-01-07,strength,58,low
9,2026-03-23,running,100,low
9,2026-03-21,strength,103,medium
9,2026-03-29,cycling,108,medium
9,2026-01-30,strength,93,medium
9,2026-02-19,running,32,low
9,2026-01-06,running,97,medium
9,2026-02-02,cycling,118,medium
9,2026-01-18,running,63,high
9,2026-03-20,cycling,104,medium
9,2026-01-12,running,76,medium
9,2026-01-22,running,89,high
9,2026-01-20,running,42,low
9,2026-02-28,running,25,medium
9,2026-01-08,cycling,98,medium
9,2026-02-14,running,89,medium
9,2026-01-31,strength,55,medium
9,2026-02-27,swimming,61,high
9,2026-01-25,cycling,71,medium
9,2026-03-24,cycling,77,low
9,2026-01-23,strength,74,medium
9,2026-03-27,cycling,34,high
9,2026-03-06,swimming,75,medium
9,2026-03-22,running,111,high
10,2026-01-25,running,101,medium
10,2026-01-08,cycling,103,medium
10,2026-03-11,running,113,low
10,2026-03-26,cycling,20,high
10,2026-01-11,strength,106,medium
10,2026-01-28,running,41,medium
10,2026-04-05,running,116,medium
10,2026-03-01,running,43,high
10,2026-02-10,strength,43,medium
10,2026-02-11,cycling,99,medium
10,2026-01-31,running,70,low
10,2026-03-08,swimming,77,medium
10,2026-02-23,running,62,medium
10,2026-03-27,strength,33,medium
10,2026-02-23,strength,51,medium
10,2026-03-11,swimming,75,medium
10,2026-04-04,running,90,medium
10,2026-03-28,cycling,68,high
10,2026-01-12,cycling,119,medium
10,2026-02-20,running,41,medium
10,2026-02-22,running,25,low
10,2026-03-30,cycling,35,high
10,2026-02-28,strength,56,low
10,2026-02-01,running,81,low
10,2026-03-04,strength,39,low
10,2026-01-22,running,23,medium
10,2026-01-19,strength,37,high
10,2026-01-08,strength,52,high
10,2026-01-23,cycling,29,high
10,2026-01-11,cycling,34,high
10,2026-01-27,running,41,medium
10,2026-01-09,running,42,high
10,2026-03-31,cycling,82,medium
10,2026-02-16,cycling,79,low
10,2026-03-06,strength,81,high
10,2026-03-23,cycling,98,medium
10,2026-03-01,running,47,high
10,2026-01-16,running,99,high
10,2026-02-23,running,101,medium
10,2026-02-26,running,58,medium
10,2026-03-22,running,80,medium
10,2026-01-09,strength,67,medium
10,2026-02-04,running,103,medium
10,2026-04-05,swimming,34,medium
10,2026-03-14,running,36,medium
10,2026-03-24,cycling,47,medium
10,2026-02-04,cycling,50,high
10,2026-01-23,cycling,40,medium
10,2026-02-15,strength,49,low
10,2026-01-21,strength,92,medium
10,2026-04-05,running,73,high
10,2026-04-03,strength,106,high
11,2026-03-15,running,21,low
11,2026-03-05,running,95,high
11,2026-01-24,strength,32,medium
11,2026-02-21,strength,65,medium
11,2026-03-18,running,30,low
11,2026-03-17,cycling,101,low
11,2026-01-22,strength,49,high
11,2026-03-06,cycling,87,medium
11,2026-01-26,running,109,medium
11,2026-03-20,swimming,70,low
11,2026-02-02,cycling,99,medium
11,2026-01-21,swimming,45,medium
11,2026-01-07,strength,45,medium
11,2026-03-14,strength,108,low
11,2026-03-21,running,96,medium
11,2026-01-19,strength,51,medium
11,2026-01-24,running,85,low
11,2026-02-11,strength,47,low
11,2026-01-31,running,74,medium
11,2026-03-27,running,33,medium
11,2026-02-20,strength,54,medium
11,2026-02-24,strength,37,high
11,2026-03-23,cycling,73,low
11,2026-02-23,strength,101,medium
11,2026-02-02,swimming,91,low
11,2026-04-03,running,105,medium
11,2026-03-20,strength,28,medium
11,2026-03-16,running,115,medium
11,2026-03-02,swimming,94,high
11,2026-04-02,strength,59,low
11,2026-02-21,strength,110,medium
11,2026-01-12,strength,30,low
11,2026-01-23,running,92,medium
11,2026-03-11,running,96,medium
11,2026-02-07,running,102,medium
11,2026-01-19,running,85,medium
11,2026-01-10,running,92,high
11,2026-01-12,running,52,high
11,2026-03-07,running,81,high
11,2026-03-21,strength,115,high
11,2026-04-03,cycling,103,medium
11,2026-01-16,cycling,68,high
11,2026-02-16,cycling,52,high
11,2026-01-20,swimming,111,low
11,2026-01-18,strength,64,medium
11,2026-01-25,running,65,medium
11,2026-02-19,cycling,63,medium
11,2026-02-03,strength,73,low
11,2026-01-13,running,39,high
11,2026-03-12,strength,117,medium
11,2026-04-01,cycling,108,high
11,2026-02-17,strength,80,medium
11,2026-03-15,swimming,73,high
11,2026-01-14,cycling,101,high
11,2026-02-16,strength,84,low
11,2026-03-10,running,24,high
11,2026-02-08,running,34,medium
11,2026-01-20,swimming,56,medium
11,2026-02-24,running,21,high
11,2026-01-11,running,32,low
11,2026-02-14,strength,100,medium
11,2026-01-31,running,70,high
11,2026-02-25,cycling,98,low
11,2026-01-28,running,55,low
11,2026-03-27,running,94,high
11,2026-03-19,strength,82,medium
11,2026-03-25,cycling,30,medium
11,2026-02-15,strength,108,medium
11,2026-02-16,strength,100,medium
11,2026-01-24,strength,118,medium
11,2026-03-28,cycling,69,high
11,2026-04-04,running,20,medium
11,2026-01-07,strength,109,medium
11,2026-01-16,strength,43,medium
11,2026-03-22,running,53,medium
12,2026-01-24,cycling,87,high
12,2026-01-31,running,82,medium
12,2026-01-06,strength,106,medium
12,2026-01-17,cycling,85,medium
12,2026-03-13,cycling,30,medium
12,2026-03-22,running,46,low
12,2026-02-13,strength,84,low
12,2026-02-21,running,112,low
12,2026-02-27,running,89,low
12,2026-02-12,strength,93,low
12,2026-01-17,running,77,medium
12,2026-03-27,strength,58,high
12,2026-02-28,strength,62,low
12,2026-02-13,strength,95,high
12,2026-03-28,running,111,low
12,2026-02-04,cycling,105,high
12,2026-02-07,running,52,low
12,2026-02-08,running,101,medium
12,2026-01-06,cycling,49,low
12,2026-03-05,running,76,low
12,2026-03-06,swimming,32,high
12,2026-03-02,running,83,medium
12,2026-03-03,strength,54,medium
12,2026-03-31,cycling,104,medium
12,2026-02-13,swimming,47,high
12,2026-02-01,cycling,38,medium
12,2026-03-22,strength,92,medium
12,2026-02-27,cycling,111,medium
12,2026-02-14,strength,72,high
12,2026-01-26,strength,77,medium
12,2026-03-24,strength,70,medium
12,2026-01-13,running,64,high
12,2026-01-14,running,48,medium
12,2026-02-21,running,112,medium
12,2026-03-12,strength,21,medium
12,2026-02-16,running,91,medium
12,2026-01-07,strength,20,low
12,2026-04-03,cycling,60,medium
12,2026-03-22,strength,102,medium
12,2026-01-06,strength,97,high
12,2026-01-13,running,114,medium
12,2026-03-06,cycling,107,high
12,2026-03-14,running,59,high
12,2026-02-24,swimming,94,low
12,2026-03-20,strength,110,medium
12,2026-01-17,running,30,medium
12,2026-01-06,strength,43,high
13,2026-03-19,cycling,52,medium
13,2026-03-27,cycling,50,medium
13,2026-04-03,swimming,33,medium
13,2026-03-22,strength,97,high
13,2026-01-25,cycling,43,medium
13,2026-02-26,strength,45,low
13,2026-04-02,strength,20,high
13,2026-01-10,swimming,78,medium
13,2026-03-01,strength,109,high
13,2026-03-24,strength,94,low
13,2026-01-26,running,75,high
13,2026-02-28,running,97,medium
14,2026-03-05,swimming,90,low
14,2026-01-22,strength,49,medium
14,2026-03-24,strength,52,medium
14,2026-03-11,running,111,medium
14,2026-02-24,cycling,68,high
14,2026-02-16,strength,84,medium
14,2026-01-08,running,108,low
14,2026-04-05,running,22,low
14,2026-02-05,running,69,medium
14,2026-02-09,swimming,55,medium
14,2026-02-16,running,39,medium
14,2026-02-22,running,87,medium
14,2026-02-28,strength,34,high
14,2026-03-26,running,43,high
14,2026-01-16,swimming,84,medium
14,2026-01-23,running,36,medium
14,2026-02-04,running,70,low
15,2026-03-25,cycling,51,medium
15,2026-02-12,running,104,medium
15,2026-03-30,strength,71,medium
15,2026-03-06,running,103,medium
15,2026-02-11,running,36,medium
15,2026-03-07,running,41,medium
15,2026-03-10,running,54,medium
15,2026-01-16,strength,119,medium
15,2026-01-15,strength,41,high
15,2026-02-02,strength,84,medium
15,2026-02-22,strength,36,high
15,2026-01-11,cycling,96,medium
15,2026-01-16,strength,21,medium
15,2026-01-24,running,61,medium
15,2026-01-15,running,86,medium
15,2026-03-24,cycling,28,medium
15,2026-02-11,running,101,high
15,2026-04-04,swimming,94,medium
15,2026-01-18,strength,52,medium
15,2026-03-30,swimming,67,high
15,2026-02-18,cycling,72,low
15,2026-03-18,running,109,medium
15,2026-02-16,running,100,medium
15,2026-03-14,cycling,88,medium
15,2026-02-06,swimming,77,medium
15,2026-02-08,cycling,109,medium
15,2026-02-20,running,40,medium
15,2026-02-13,cycling,71,medium
15,2026-02-21,running,83,low
15,2026-01-27,running,47,medium
17,2026-03-20,strength,93,medium
17,2026-02-09,strength,20,medium
17,2026-02-07,running,20,high
17,2026-02-28,strength,108,medium
17,2026-02-04,strength,109,low
17,2026-03-23,strength,52,medium
17,2026-04-03,strength,42,low
17,2026-02-22,running,45,medium
17,2026-02-27,swimming,48,high
17,2026-02-05,strength,80,medium
17,2026-02-19,cycling,97,medium
17,2026-03-23,strength,116,medium
17,2026-03-25,swimming,58,medium
17,2026-03-08,running,50,high
17,2026-01-07,cycling,116,medium
17,2026-03-27,running,60,high
17,2026-04-03,running,71,low
17,2026-03-09,running,115,medium
17,2026-01-27,strength,80,high
17,2026-03-13,strength,80,low
17,2026-02-05,strength,75,medium
17,2026-01-27,strength,91,medium
17,2026-04-02,strength,52,medium
18,2026-04-05,cycling,73,high
18,2026-03-04,strength,39,medium
18,2026-02-20,running,109,medium
18,2026-02-03,running,61,medium
18,2026-01-23,running,109,medium
18,2026-02-14,strength,97,high
18,2026-03-13,strength,21,medium
18,2026-03-16,running,66,low
18,2026-03-04,strength,104,high
18,2026-01-12,strength,28,medium
18,2026-04-04,strength,39,high
18,2026-01-26,cycling,108,medium
18,2026-01-12,strength,70,medium
18,2026-02-09,swimming,27,medium
18,2026-02-28,cycling,116,medium
18,2026-04-02,cycling,109,high
18,2026-02-28,running,52,medium
18,2026-03-25,running,91,low
18,2026-02-27,strength,117,medium
18,2026-01-12,swimming,52,high
18,2026-02-01,cycling,87,medium
18,2026-02-22,strength,71,high
18,2026-03-18,running,28,medium
18,2026-03-10,cycling,64,medium
18,2026-03-19,strength,52,low
18,2026-03-31,strength,24,high
18,2026-03-19,strength,84,high
18,2026-02-04,running,44,high
18,2026-02-10,swimming,101,high
18,2026-03-04,strength,76,high
18,2026-01-16,strength,60,medium
18,2026-02-12,running,108,high
18,2026-03-15,running,71,medium
18,2026-01-20,strength,83,high
18,2026-03-24,strength,24,low
18,2026-04-03,swimming,105,medium
18,2026-03-28,cycling,69,low
18,2026-02-20,swimming,117,high
18,2026-01-27,swimming,42,high
18,2026-02-04,running,73,high
18,2026-01-19,running,117,medium
18,2026-02-04,strength,100,medium
18,2026-02-16,running,21,high
18,2026-02-15,running,105,medium
18,2026-03-29,strength,100,low
18,2026-01-19,strength,60,medium
18,2026-03-30,strength,88,medium
18,2026-03-07,running,108,low
18,2026-01-11,swimming,35,medium
18,2026-01-19,strength,66,high
18,2026-02-22,strength,55,medium
18,2026-03-06,cycling,24,low
18,2026-01-09,strength,86,medium
18,2026-03-02,cycling,86,low
20,2026-02-05,running,84,medium
20,2026-03-18,strength,62,high
20,2026-02-24,cycling,109,high
20,2026-01-12,strength,24,high
20,2026-01-09,running,87,high
20,2026-01-13,cycling,23,medium
20,2026-03-28,running,97,medium
20,2026-02-19,cycling,114,high
20,2026-03-10,swimming,85,medium
20,2026-01-19,running,38,low
20,2026-03-05,strength,112,high
20,2026-02-27,running,94,high
20,2026-02-14,cycling,27,low
20,2026-01-21,running,109,medium
20,2026-01-26,cycling,109,medium
20,2026-03-09,cycling,43,medium
20,2026-02-09,strength,70,medium
20,2026-02-24,cycling,80,medium
20,2026-01-31,running,95,medium
20,2026-02-27,running,80,medium
20,2026-01-07,strength,89,medium
20,2026-01-16,swimming,91,medium
20,2026-02-22,strength,76,high
20,2026-02-15,running,74,high
20,2026-03-24,strength,81,medium
20,2026-03-15,running,67,high
20,2026-03-02,running,102,medium
20,2026-02-19,strength,32,high
20,2026-01-26,running,44,medium
20,2026-02-18,strength,65,medium
20,2026-02-19,strength,40,medium
20,2026-03-18,running,52,medium
20,2026-04-03,strength,118,low
20,2026-01-26,running,106,medium
20,2026-03-21,strength,88,high
20,2026-01-19,running,88,low
20,2026-03-07,cycling,46,low
20,2026-02-05,cycling,108,medium
20,2026-02-06,running,116,medium
20,2026-02-02,running,36,medium
20,2026-01-25,strength,118,high
20,2026-03-02,running,63,medium
20,2026-03-12,cycling,103,medium
20,2026-04-02,running,82,medium
20,2026-04-03,swimming,81,high
20,2026-01-18,cycling,54,medium
20,2026-03-02,running,75,high
20,2026-02-14,strength,37,low
20,2026-03-01,running,61,medium
20,2026-03-22,strength,102,medium
20,2026-01-30,cycling,74,medium
20,2026-01-16,running,75,medium
20,2026-03-31,running,93,medium
20,2026-01-28,running,26,medium
20,2026-02-01,running,60,medium
20,2026-03-20,cycling,112,medium
20,2026-02-13,running,25,low
20,2026-03-26,running,107,high
20,2026-03-06,cycling,54,medium
20,2026-03-19,running,81,low
20,2026-03-10,strength,64,medium
20,2026-03-09,strength,28,medium
20,2026-03-16,strength,116,medium
20,2026-02-10,strength,63,low
20,2026-01-08,running,106,low
20,2026-01-16,strength,57,high
21,2026-02-16,running,48,medium
21,2026-02-20,running,116,medium
21,2026-03-05,running,70,medium
21,2026-01-29,strength,46,medium
21,2026-02-25,running,33,high
21,2026-01-09,cycling,98,medium
21,2026-02-10,running,96,medium
21,2026-01-26,strength,43,medium
21,2026-03-27,swimming,60,low
21,2026-02-09,running,49,high
21,2026-01-22,strength,48,medium
22,2026-02-27,strength,99,medium
22,2026-01-25,running,81,high
22,2026-03-13,running,87,high
22,2026-02-21,running,112,medium
22,2026-03-08,cycling,45,medium
22,2026-02-12,running,62,high
22,2026-02-16,strength,60,high
22,2026-01-17,strength,88,medium
22,2026-03-10,running,103,medium
22,2026-03-24,strength,54,medium
22,2026-03-29,strength,60,medium
22,2026-03-16,running,21,medium
22,2026-01-30,running,99,medium
22,2026-01-09,strength,103,high
22,2026-01-14,swimming,112,high
22,2026-03-14,running,67,high
22,2026-04-04,swimming,46,low
22,2026-01-18,cycling,32,medium
22,2026-01-24,cycling,50,medium
22,2026-03-16,running,42,high
22,2026-03-17,cycling,71,high
22,2026-03-03,strength,80,high
22,2026-01-25,strength,101,medium
22,2026-01-07,strength,22,medium
22,2026-03-27,cycling,26,high
22,2026-02-01,strength,45,high
22,2026-03-04,running,66,medium
22,2026-01-31,strength,102,low
22,2026-03-05,strength,82,high
23,2026-01-28,swimming,105,medium
23,2026-03-14,running,23,high
23,2026-03-16,strength,85,medium
23,2026-02-16,strength,103,medium
23,2026-01-21,cycling,45,low
23,2026-02-02,strength,105,medium
23,2026-01-17,cycling,61,medium
23,2026-01-09,running,79,medium
23,2026-03-01,strength,55,medium
23,2026-01-26,running,87,medium
23,2026-01-19,cycling,112,high
23,2026-01-21,running,22,low
23,2026-02-05,cycling,84,medium
23,2026-01-06,strength,33,medium
23,2026-01-28,strength,29,low
23,2026-01-30,swimming,69,medium
23,2026-03-21,strength,61,medium
23,2026-03-15,running,85,high
23,2026-03-18,running,44,high
23,2026-03-14,swimming,30,high
23,2026-01-28,running,115,low
23,2026-01-06,strength,119,medium
23,2026-03-28,cycling,24,medium
23,2026-02-13,swimming,24,medium
23,2026-03-28,swimming,46,medium
23,2026-02-04,swimming,25,medium
23,2026-04-01,running,82,medium
23,2026-02-06,running,108,medium
23,2026-02-15,strength,67,low
23,2026-02-14,running,93,high
23,2026-01-26,cycling,35,medium
23,2026-03-18,running,114,high
23,2026-01-15,running,73,low
23,2026-03-18,running,112,low
23,2026-01-28,swimming,45,medium
23,2026-02-10,swimming,76,medium
23,2026-03-29,running,104,low
23,2026-02-18,running,102,medium
23,2026-03-27,running,52,medium
23,2026-03-20,strength,29,low
23,2026-01-26,running,56,low
23,2026-01-06,running,99,high
23,2026-01-19,running,107,medium
23,2026-03-31,running,52,high
23,2026-03-24,cycling,109,medium
23,2026-02-01,strength,108,medium
24,2026-02-09,strength,48,medium
24,2026-03-20,running,45,medium
24,2026-03-25,strength,80,high
24,2026-02-11,running,54,medium
24,2026-01-06,cycling,78,low
24,2026-01-10,cycling,71,medium
24,2026-03-16,cycling,112,low
24,2026-03-05,running,88,low
24,2026-01-10,running,100,medium
24,2026-02-09,running,32,medium
24,2026-03-22,swimming,56,medium
24,2026-04-03,strength,71,high
24,2026-03-09,strength,37,medium
24,2026-03-01,cycling,45,low
24,2026-03-20,strength,76,medium
24,2026-02-09,cycling,78,high
24,2026-02-17,running,102,low
24,2026-02-26,swimming,67,high
24,2026-02-11,strength,94,low
24,2026-01-22,strength,119,high
24,2026-01-13,running,36,medium
24,2026-03-03,running,28,low
24,2026-03-18,running,30,low
24,2026-02-04,running,32,high
24,2026-01-11,strength,69,high
24,2026-01-08,running,31,high
24,2026-02-25,swimming,69,high
24,2026-03-28,cycling,105,medium
24,2026-01-20,cycling,41,low
25,2026-01-29,swimming,101,medium
25,2026-02-07,swimming,106,medium
25,2026-01-07,strength,82,medium
25,2026-01-07,swimming,91,medium
25,2026-02-28,running,102,medium
25,2026-03-13,strength,119,high
25,2026-02-03,running,88,high
25,2026-02-23,strength,23,high
25,2026-01-21,running,104,high
25,2026-02-17,cycling,110,low
25,2026-01-06,strength,50,low
25,2026-03-31,running,90,low
25,2026-02-12,strength,62,high
25,2026-01-22,cycling,31,high
25,2026-03-18,running,72,medium
25,2026-02-06,running,83,high
25,2026-03-21,running,25,medium
25,2026-04-02,strength,57,high
25,2026-01-15,swimming,105,low
25,2026-02-13,swimming,76,high
25,2026-03-07,running,30,medium
25,2026-02-26,cycling,37,medium
25,2026-01-08,swimming,31,high
25,2026-03-06,cycling,63,high
25,2026-01-19,cycling,70,high
25,2026-03-31,strength,102,high
25,2026-03-28,running,55,medium
25,2026-03-13,strength,88,medium
25,2026-02-23,strength,109,medium
25,2026-03-08,running,26,medium
25,2026-03-19,cycling,57,medium
25,2026-01-28,strength,66,high
25,2026-02-05,strength,27,medium
25,2026-01-16,strength,115,medium
25,2026-03-23,swimming,45,low
25,2026-02-07,running,70,medium
25,2026-01-19,running,20,low
25,2026-02-11,cycling,27,medium
25,2026-03-05,strength,97,low
25,2026-01-12,cycling,81,high
25,2026-02-20,swimming,44,medium
25,2026-02-21,swimming,65,high
25,2026-02-17,running,99,medium
25,2026-01-17,running,74,high
25,2026-02-09,running,76,low
25,2026-01-08,strength,27,high
25,2026-02-20,strength,73,high
25,2026-02-06,strength,72,medium
25,2026-03-10,swimming,25,low
25,2026-02-21,running,31,low
25,2026-02-01,strength,112,medium
25,2026-03-15,swimming,66,medium
25,2026-02-20,running,28,medium
25,2026-03-01,strength,63,low
25,2026-01-24,cycling,97,high
25,2026-03-01,strength,100,medium
25,2026-03-10,running,53,high
25,2026-03-16,running,84,medium
25,2026-02-14,running,73,high
25,2026-02-06,strength,36,medium
25,2026-03-15,strength,100,low
25,2026-02-15,cycling,90,medium
25,2026-01-27,running,76,medium
25,2026-03-17,running,96,medium
25,2026-02-03,strength,56,medium
25,2026-03-11,cycling,27,medium
25,2026-04-02,running,40,medium
25,2026-03-22,running,68,medium
26,2026-02-04,running,72,medium
26,2026-01-20,swimming,39,medium
26,2026-03-07,strength,26,medium
26,2026-01-16,strength,65,high
26,2026-02-21,strength,112,low
26,2026-02-16,cycling,33,high
26,2026-01-16,running,82,medium
26,2026-01-09,strength,72,medium
26,2026-01-23,swimming,71,medium
26,2026-03-30,running,23,high
26,2026-01-21,running,111,medium
26,2026-04-02,running,86,high
26,2026-01-26,swimming,101,medium
26,2026-03-28,running,45,low
26,2026-04-03,strength,114,medium
26,2026-02-02,running,53,high
26,2026-01-27,cycling,22,high
26,2026-04-03,strength,107,high
26,2026-02-06,running,94,medium
26,2026-03-28,running,84,medium
26,2026-03-11,cycling,45,high
26,2026-03-27,strength,108,medium
26,2026-03-22,running,75,medium
26,2026-03-17,running,106,high
26,2026-04-05,cycling,38,medium
26,2026-01-24,strength,45,low
26,2026-03-22,swimming,20,high
26,2026-02-08,strength,37,low
26,2026-03-03,strength,108,high
26,2026-01-24,swimming,41,high
26,2026-02-27,cycling,54,high
26,2026-01-29,strength,110,medium
26,2026-01-06,strength,96,medium
26,2026-04-02,running,76,medium
